Entity,Code,Year,Low-carbon energy (TWh - equivalent)
European Union (27),,2004,3880.1465
European Union (27),,2005,3843.5312
European Union (27),,2006,3906.9016
European Union (27),,2007,3875.0928
European Union (27),,2008,4039.9453
European Union (27),,2009,3959.2314
European Union (27),,2010,4270.091
European Union (27),,2011,4189.455
European Union (27),,2012,4348.815
European Union (27),,2013,4504.076
European Union (27),,2014,4589.1953
European Union (27),,2015,4560.914
European Union (27),,2016,4529.858
European Union (27),,2017,4507.543
European Union (27),,2018,4680.8857
European Union (27),,2019,4764.664
European Union (27),,2020,4772.8154
European Union (27),,2021,4935.237
European Union (27),,2022,4640.5986
Finland,FIN,1965,27.658304
Finland,FIN,1966,30.695938
Finland,FIN,1967,34.38769
Finland,FIN,1968,31.015532
Finland,FIN,1969,25.860216
Finland,FIN,1970,28.163082
Finland,FIN,1971,31.583033
Finland,FIN,1972,30.69295
Finland,FIN,1973,31.284348
Finland,FIN,1974,37.56272
Finland,FIN,1975,36.10215
Finland,FIN,1976,28.037634
Finland,FIN,1977,43.518517
Finland,FIN,1978,38.172043
Finland,FIN,1979,51.140976
Finland,FIN,1980,50
Finland,FIN,1981,81.699524
Finland,FIN,1982,85.97371
Finland,FIN,1983,90.0896
Finland,FIN,1984,92.335724
Finland,FIN,1985,90.17622
Finland,FIN,1986,90.394264
Finland,FIN,1987,96.15292
Finland,FIN,1988,94.61171
Finland,FIN,1989,92.32378
Finland,FIN,1990,103.09598
Finland,FIN,1991,110.345505
Finland,FIN,1992,115.130844
Finland,FIN,1993,115.42735
Finland,FIN,1994,110.63895
Finland,FIN,1995,113.873856
Finland,FIN,1996,109.16765
Finland,FIN,1997,120.73003
Finland,FIN,1998,136.37852
Finland,FIN,1999,129.82486
Finland,FIN,2000,134.9468
Finland,FIN,2001,129.60873
Finland,FIN,2002,122.79329
Finland,FIN,2003,121.33532
Finland,FIN,2004,139.97105
Finland,FIN,2005,134.27057
Finland,FIN,2006,130.22787
Finland,FIN,2007,135.97952
Finland,FIN,2008,144.80719
Finland,FIN,2009,128.58696
Finland,FIN,2010,133.8973
Finland,FIN,2011,135.09702
Finland,FIN,2012,145.9548
Finland,FIN,2013,139.5508
Finland,FIN,2014,143.19469
Finland,FIN,2015,153.01979
Finland,FIN,2016,148.78671
Finland,FIN,2017,151.50328
Finland,FIN,2018,153.7986
Finland,FIN,2019,156.27005
Finland,FIN,2020,162.89116
Finland,FIN,2021,173.36691
Finland,FIN,2022,188.9253
France,FRA,1965,141.17213
France,FRA,1966,159.58318
France,FRA,1967,142.00322
France,FRA,1968,160.80882
France,FRA,1969,170.17032
France,FRA,1970,188.18568
France,FRA,1971,175.38297
France,FRA,1972,190.6331
France,FRA,1973,187.84172
France,FRA,1974,213.04648
France,FRA,1975,234.03728
France,FRA,1976,192.63028
France,FRA,1977,280.982
France,FRA,1978,293.07507
France,FRA,1979,314.52502
France,FRA,1980,384.08624
France,FRA,1981,517.10767
France,FRA,1982,522.62396
France,FRA,1983,619.66064
France,FRA,1984,742.053
France,FRA,1985,824.24603
France,FRA,1986,911.23816
France,FRA,1987,967.46704
France,FRA,1988,1013.7302
France,FRA,1989,1006.19214
France,FRA,1990,1056.5981
France,FRA,1991,1117.2222
France,FRA,1992,1171.1353
France,FRA,1993,1243.3081
France,FRA,1994,1262.4431
France,FRA,1995,1295.8032
France,FRA,1996,1333.1191
France,FRA,1997,1322.7274
France,FRA,1998,1295.9996
France,FRA,1999,1345.3789
France,FRA,2000,1387.6027
France,FRA,2001,1419.9808
France,FRA,2002,1415.5757
France,FRA,2003,1414.995
France,FRA,2004,1428.8025
France,FRA,2005,1409.8121
France,FRA,2006,1415.9004
France,FRA,2007,1397.1163
France,FRA,2008,1420.1978
France,FRA,2009,1322.2969
France,FRA,2010,1387.76
France,FRA,2011,1379.1255
France,FRA,2012,1380.8628
France,FRA,2013,1407.3743
France,FRA,2014,1420.758
France,FRA,2015,1410.3083
France,FRA,2016,1332.8268
France,FRA,2017,1297.4963
France,FRA,2018,1381.5635
France,FRA,2019,1341.8696
France,FRA,2020,1251.5686
France,FRA,2021,1306.8735
France,FRA,2022,1077.9808
Germany,DEU,1965,48.271317
Germany,DEU,1966,52.59978
Germany,DEU,1967,52.71666
Germany,DEU,1968,54.981182
Germany,DEU,1969,54.559414
Germany,DEU,1970,73.21061
Germany,DEU,1971,60.620327
Germany,DEU,1972,69.32056
Germany,DEU,1973,82.74603
Germany,DEU,1974,96.619
Germany,DEU,1975,122.52588
Germany,DEU,1976,128.8239
Germany,DEU,1977,173.03128
Germany,DEU,1978,182.99283
Germany,DEU,1979,206.7001
Germany,DEU,1980,220.39856
Germany,DEU,1981,250.59782
Germany,DEU,1982,275.29208
Germany,DEU,1983,281.75293
Germany,DEU,1984,355.88837
Germany,DEU,1985,450.0975
Germany,DEU,1986,430.27795
Germany,DEU,1987,466.9221
Germany,DEU,1988,509.60574
Germany,DEU,1989,518.35126
Germany,DEU,1990,488.77414
Germany,DEU,1991,470.24005
Germany,DEU,1992,511.55753
Germany,DEU,1993,498.7661
Germany,DEU,1994,497.8203
Germany,DEU,1995,512.3525
Germany,DEU,1996,527.6558
Germany,DEU,1997,556.40814
Germany,DEU,1998,537.75183
Germany,DEU,1999,570.6806
Germany,DEU,2000,596.4027
Germany,DEU,2001,602.41785
Germany,DEU,2002,603.6664
Germany,DEU,2003,605.4142
Germany,DEU,2004,643.08246
Germany,DEU,2005,654.37604
Germany,DEU,2006,701.76697
Germany,DEU,2007,679.31744
Germany,DEU,2008,708.7774
Germany,DEU,2009,673.74817
Germany,DEU,2010,712.6212
Germany,DEU,2011,677.9171
Germany,DEU,2012,709.3507
Germany,DEU,2013,721.115
Germany,DEU,2014,747.2977
Germany,DEU,2015,799.724
Germany,DEU,2016,780.7824
Germany,DEU,2017,827.31604
Germany,DEU,2018,843.2477
Germany,DEU,2019,885.626
Germany,DEU,2020,889.73486
Germany,DEU,2021,849.7059
Germany,DEU,2022,813.0411
Greece,GRC,1965,2.3685484
Greece,GRC,1966,5.115591
Greece,GRC,1967,4.908602
Greece,GRC,1968,4.0451612
Greece,GRC,1969,6.0766125
Greece,GRC,1970,7.7946234
Greece,GRC,1971,7.841935
Greece,GRC,1972,7.9158597
Greece,GRC,1973,6.5733867
Greece,GRC,1974,6.940054
Greece,GRC,1975,5.958333
Greece,GRC,1976,5.556183
Greece,GRC,1977,5.6833334
Greece,GRC,1978,8.835484
Greece,GRC,1979,10.544623
Greece,GRC,1980,10.068548
Greece,GRC,1981,10.074462
Greece,GRC,1982,10.529838
Greece,GRC,1983,6.9193544
Greece,GRC,1984,8.462903
Greece,GRC,1985,8.294354
Greece,GRC,1986,9.56586
Greece,GRC,1987,8.223387
Greece,GRC,1988,6.999193
Greece,GRC,1989,5.6212363
Greece,GRC,1990,5.2368274
Greece,GRC,1991,9.169623
Greece,GRC,1992,6.5410957
Greece,GRC,1993,6.8900204
Greece,GRC,1994,7.7978153
Greece,GRC,1995,10.538944
Greece,GRC,1996,12.969355
Greece,GRC,1997,11.585484
Greece,GRC,1998,11.198117
Greece,GRC,1999,14.060719
Greece,GRC,2000,12.253763
Greece,GRC,2001,8.633693
Greece,GRC,2002,10.475117
Greece,GRC,2003,17.1182
Greece,GRC,2004,17.091543
Greece,GRC,2005,18.38419
Greece,GRC,2006,22.415638
Greece,GRC,2007,14.025663
Greece,GRC,2008,17.014542
Greece,GRC,2009,23.768078
Greece,GRC,2010,30.773046
Greece,GRC,2011,23.757313
Greece,GRC,2012,29.347021
Greece,GRC,2013,40.82839
Greece,GRC,2014,34.856213
Greece,GRC,2015,41.95692
Greece,GRC,2016,41.94122
Greece,GRC,2017,38.834114
Greece,GRC,2018,44.851593
Greece,GRC,2019,44.910362
Greece,GRC,2020,48.748547
Greece,GRC,2021,60.798515
Greece,GRC,2022,62.820206
High-income countries,,1965,2212.5212
High-income countries,,1966,2359.4258
High-income countries,,1967,2434.4443
High-income countries,,1968,2529.4907
High-income countries,,1969,2663.05
High-income countries,,1970,2780.501
High-income countries,,1971,2981.67
High-income countries,,1972,3214.012
High-income countries,,1973,3354.313
High-income countries,,1974,3779.792
High-income countries,,1975,4043.9795
High-income countries,,1976,4068.6384
High-income countries,,1977,4358.0186
High-income countries,,1978,4824.0625
High-income countries,,1979,5005.6772
High-income countries,,1980,5118.3774
High-income countries,,1981,5468.928
High-income countries,,1982,5735.657
High-income countries,,1983,6208.7876
High-income countries,,1984,6733.248
High-income countries,,1985,7341.0605
High-income countries,,1986,7668.078
High-income countries,,1987,7985.8286
High-income countries,,1988,8336.571
High-income countries,,1989,8468.508
High-income countries,,1990,8810.871
High-income countries,,1991,9154.127
High-income countries,,1992,9182.958
High-income countries,,1993,9585.253
High-income countries,,1994,9652.432
High-income countries,,1995,10134.986
High-income countries,,1996,10385.248
High-income countries,,1997,10463.725
High-income countries,,1998,10544.776
High-income countries,,1999,10814.964
High-income countries,,2000,10978.132
High-income countries,,2001,10838.154
High-income countries,,2002,10973.693
High-income countries,,2003,10675.288
High-income countries,,2004,11093.711
High-income countries,,2005,11218.166
High-income countries,,2006,11398.691
High-income countries,,2007,11277.521
High-income countries,,2008,11540.674
High-income countries,,2009,11579.497
High-income countries,,2010,11977.924
High-income countries,,2011,11899.42
High-income countries,,2012,11636.98
High-income countries,,2013,12000.471
High-income countries,,2014,12208.052
High-income countries,,2015,12371.534
High-income countries,,2016,12610.569
High-income countries,,2017,12868.773
High-income countries,,2018,13192.083
High-income countries,,2019,13447.0625
High-income countries,,2020,13646.367
High-income countries,,2021,13998.6455
High-income countries,,2022,14174.709
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2008,0.0022677167
Hong Kong,HKG,2009,0.0030691945
Hong Kong,HKG,2010,0.17284384
Hong Kong,HKG,2011,0.45352018
Hong Kong,HKG,2012,0.19523335
Hong Kong,HKG,2013,0.27954078
Hong Kong,HKG,2014,0.23005243
Hong Kong,HKG,2015,0.27713367
Hong Kong,HKG,2016,0.3428519
Hong Kong,HKG,2017,0.4103312
Hong Kong,HKG,2018,0.4490413
Hong Kong,HKG,2019,0.53974354
Hong Kong,HKG,2020,0.81802654
Hong Kong,HKG,2021,0.76117444
Hong Kong,HKG,2022,0.8343482
Hungary,HUN,1965,0.22177416
Hungary,HUN,1966,0.29569888
Hungary,HUN,1967,0.24247305
Hungary,HUN,1968,0.26317194
Hungary,HUN,1969,0.2809139
Hungary,HUN,1970,0.26021498
Hungary,HUN,1971,0.28387085
Hungary,HUN,1972,0.3252689
Hungary,HUN,1973,0.29865584
Hungary,HUN,1974,0.23951611
Hungary,HUN,1975,0.48198915
Hungary,HUN,1976,0.48790333
Hungary,HUN,1977,0.44059137
Hungary,HUN,1978,0.40806445
Hungary,HUN,1979,0.43172055
Hungary,HUN,1980,0.33118275
Hungary,HUN,1981,0.49677414
Hungary,HUN,1982,0.47016138
Hungary,HUN,1983,7.4755077
Hungary,HUN,1984,11.221296
Hungary,HUN,1985,18.84543
Hungary,HUN,1986,21.521088
Hungary,HUN,1987,31.67267
Hungary,HUN,1988,38.65012
Hungary,HUN,1989,39.88312
Hungary,HUN,1990,39.54253
Hungary,HUN,1991,39.597996
Hungary,HUN,1992,40.2371
Hungary,HUN,1993,39.76171
Hungary,HUN,1994,40.48397
Hungary,HUN,1995,40.459736
Hungary,HUN,1996,41.007668
Hungary,HUN,1997,40.442303
Hungary,HUN,1998,40.230362
Hungary,HUN,1999,40.74032
Hungary,HUN,2000,40.9698
Hungary,HUN,2001,40.595276
Hungary,HUN,2002,39.78423
Hungary,HUN,2003,31.670065
Hungary,HUN,2004,35.869987
Hungary,HUN,2005,43.941452
Hungary,HUN,2006,41.56754
Hungary,HUN,2007,46.05166
Hungary,HUN,2008,49.221054
Hungary,HUN,2009,52.308968
Hungary,HUN,2010,53.317413
Hungary,HUN,2011,51.640427
Hungary,HUN,2012,51.345158
Hungary,HUN,2013,50.227028
Hungary,HUN,2014,52.41992
Hungary,HUN,2015,52.71302
Hungary,HUN,2016,53.18731
Hungary,HUN,2017,53.40866
Hungary,HUN,2018,53.390358
Hungary,HUN,2019,57.13411
Hungary,HUN,2020,59.423256
Hungary,HUN,2021,62.818462
Hungary,HUN,2022,63.78817
Iceland,ISL,1965,1.894543
Iceland,ISL,1966,1.8448656
Iceland,ISL,1967,1.9649194
Iceland,ISL,1968,2.0311558
Iceland,ISL,1969,2.548709
Iceland,ISL,1970,4.212239
Iceland,ISL,1971,4.5867243
Iceland,ISL,1972,5.0960417
Iceland,ISL,1973,6.5178614
Iceland,ISL,1974,6.6937914
Iceland,ISL,1975,6.5739956
Iceland,ISL,1976,7.001393
Iceland,ISL,1977,7.496484
Iceland,ISL,1978,7.754841
Iceland,ISL,1979,8.465524
Iceland,ISL,1980,9.155037
Iceland,ISL,1981,9.470224
Iceland,ISL,1982,10.525832
Iceland,ISL,1983,11.096622
Iceland,ISL,1984,11.544481
Iceland,ISL,1985,11.317032
Iceland,ISL,1986,11.962676
Iceland,ISL,1987,12.238021
Iceland,ISL,1988,13.009819
Iceland,ISL,1989,13.189069
Iceland,ISL,1990,13.085207
Iceland,ISL,1991,13.040133
Iceland,ISL,1992,13.379735
Iceland,ISL,1993,13.912623
Iceland,ISL,1994,14.067051
Iceland,ISL,1995,14.648097
Iceland,ISL,1996,15.055759
Iceland,ISL,1997,16.4388
Iceland,ISL,1998,18.457125
Iceland,ISL,1999,21.088146
Iceland,ISL,2000,22.5314
Iceland,ISL,2001,23.399004
Iceland,ISL,2002,24.352732
Iceland,ISL,2003,24.448772
Iceland,ISL,2004,24.651604
Iceland,ISL,2005,24.647993
Iceland,ISL,2006,27.929216
Iceland,ISL,2007,33.45096
Iceland,ISL,2008,45.81071
Iceland,ISL,2009,46.49437
Iceland,ISL,2010,46.84341
Iceland,ISL,2011,46.949192
Iceland,ISL,2012,47.534767
Iceland,ISL,2013,48.81412
Iceland,ISL,2014,48.56223
Iceland,ISL,2015,50.207325
Iceland,ISL,2016,49.2546
Iceland,ISL,2017,50.8072
Iceland,ISL,2018,52.017746
Iceland,ISL,2019,50.9245
Iceland,ISL,2020,49.79814
Iceland,ISL,2021,50.918613
Iceland,ISL,2022,52.02792
India,IND,1965,56.67643
India,IND,1966,59.185505
India,IND,1967,66.229225
India,IND,1968,76.435425
India,IND,1969,86.92094
India,IND,1970,93.712006
India,IND,1971,101.475395
India,IND,1972,98.436325
India,IND,1973,107.5786
India,IND,1974,103.2846
India,IND,1975,123.381386
India,IND,1976,130.24623
India,IND,1977,139.13716
India,IND,1978,172.52939
India,IND,1979,166.83472
India,IND,1980,170.88676
India,IND,1981,181.70505
India,IND,1982,153.55408
India,IND,1983,150.79143
India,IND,1984,170.20009
India,IND,1985,166.00153
India,IND,1986,169.69084
India,IND,1987,159.87997
India,IND,1988,178.73846
India,IND,1989,198.79524
India,IND,1990,214.69052
India,IND,1991,234.57634
India,IND,1992,225.98222
India,IND,1993,227.90907
India,IND,1994,252.99829
India,IND,1995,249.3746
India,IND,1996,233.07024
India,IND,1997,242.26521
India,IND,1998,286.9013
India,IND,1999,289.0023
India,IND,2000,282.48398
India,IND,2001,277.5997
India,IND,2002,275.78296
India,IND,2003,275.67905
India,IND,2004,383.1441
India,IND,2005,366.09628
India,IND,2006,421.8735
India,IND,2007,461.83563
India,IND,2008,445.33908
India,IND,2009,433.6889
India,IND,2010,474.23822
India,IND,2011,584.1948
India,IND,2012,561.3408
India,IND,2013,621.762
India,IND,2014,663.01196
India,IND,2015,675.9345
India,IND,2016,684.8307
India,IND,2017,749.15393
India,IND,2018,831.8872
India,IND,2019,953.6396
India,IND,2020,982.5854
India,IND,2021,1035.5813
India,IND,2022,1168.5917
Indonesia,IDN,1965,5.397133
Indonesia,IDN,1966,7.0175796
Indonesia,IDN,1967,7.8800755
Indonesia,IDN,1968,9.735748
Indonesia,IDN,1969,10.180064
Indonesia,IDN,1970,12.375507
Indonesia,IDN,1971,4.077253
Indonesia,IDN,1972,3.646005
Indonesia,IDN,1973,4.5999775
Indonesia,IDN,1974,5.0965657
Indonesia,IDN,1975,5.34486
Indonesia,IDN,1976,3.1363482
Indonesia,IDN,1977,5.214179
Indonesia,IDN,1978,3.7244136
Indonesia,IDN,1979,4.1425934
Indonesia,IDN,1980,3.7505498
Indonesia,IDN,1981,3.7374818
Indonesia,IDN,1982,4.077253
Indonesia,IDN,1983,6.1289473
Indonesia,IDN,1984,6.6908765
Indonesia,IDN,1985,8.180642
Indonesia,IDN,1986,13.172663
Indonesia,IDN,1987,13.551639
Indonesia,IDN,1988,14.884586
Indonesia,IDN,1989,18.569796
Indonesia,IDN,1990,22.397854
Indonesia,IDN,1991,24.893078
Indonesia,IDN,1992,31.603092
Indonesia,IDN,1993,29.390018
Indonesia,IDN,1994,28.157349
Indonesia,IDN,1995,30.801697
Indonesia,IDN,1996,32.742382
Indonesia,IDN,1997,25.08728
Indonesia,IDN,1998,39.971134
Indonesia,IDN,1999,41.875664
Indonesia,IDN,2000,43.443775
Indonesia,IDN,2001,51.253487
Indonesia,IDN,2002,47.15481
Indonesia,IDN,2003,44.730076
Indonesia,IDN,2004,47.116478
Indonesia,IDN,2005,49.915047
Indonesia,IDN,2006,46.522663
Indonesia,IDN,2007,52.210598
Indonesia,IDN,2008,56.069435
Indonesia,IDN,2009,58.958065
Indonesia,IDN,2010,76.50951
Indonesia,IDN,2011,63.866436
Indonesia,IDN,2012,67.77495
Indonesia,IDN,2013,81.54524
Indonesia,IDN,2014,85.40066
Indonesia,IDN,2015,73.785576
Indonesia,IDN,2016,107.63937
Indonesia,IDN,2017,108.47337
Indonesia,IDN,2018,168.3011
Indonesia,IDN,2019,191.11778
Indonesia,IDN,2020,222.02484
Indonesia,IDN,2021,240.04407
Indonesia,IDN,2022,277.05588
Iran,IRN,1965,5.083498
Iran,IRN,1966,5.4624734
Iran,IRN,1967,5.880653
Iran,IRN,1968,6.324969
Iran,IRN,1969,6.8084893
Iran,IRN,1970,7.3312144
Iran,IRN,1971,7.8800755
Iran,IRN,1972,10.349949
Iran,IRN,1973,8.768707
Iran,IRN,1974,9.657339
Iran,IRN,1975,10.14086
Iran,IRN,1976,11.343127
Iran,IRN,1977,11.722101
Iran,IRN,1978,18.360706
Iran,IRN,1979,15.916967
Iran,IRN,1980,16.505033
Iran,IRN,1981,18.020933
Iran,IRN,1982,18.909567
Iran,IRN,1983,18.504456
Iran,IRN,1984,17.302189
Iran,IRN,1985,17.443277
Iran,IRN,1986,20.846773
Iran,IRN,1987,23.111826
Iran,IRN,1988,24.383333
Iran,IRN,1989,19.90645
Iran,IRN,1990,21.825539
Iran,IRN,1991,16.579838
Iran,IRN,1992,27.216127
Iran,IRN,1993,31.145967
Iran,IRN,1994,20.391397
Iran,IRN,1995,24.61102
Iran,IRN,1996,26.062902
Iran,IRN,1997,17.567472
Iran,IRN,1998,22.141935
Iran,IRN,1999,15.311291
Iran,IRN,2000,11.288306
Iran,IRN,2001,12.208566
Iran,IRN,2002,23.474142
Iran,IRN,2003,27.886435
Iran,IRN,2004,34.520172
Iran,IRN,2005,41.573612
Iran,IRN,2006,53.02241
Iran,IRN,2007,51.179935
Iran,IRN,2008,21.451984
Iran,IRN,2009,19.413378
Iran,IRN,2010,28.95881
Iran,IRN,2011,30.413925
Iran,IRN,2012,38.94936
Iran,IRN,2013,51.64598
Iran,IRN,2014,50.564484
Iran,IRN,2015,45.155598
Iran,IRN,2016,58.41749
Iran,IRN,2017,64.78009
Iran,IRN,2018,46.158638
Iran,IRN,2019,108.76558
Iran,IRN,2020,81.45843
Iran,IRN,2021,52.46805
Iran,IRN,2022,41.08616
Iraq,IRQ,1965,0.20909
Iraq,IRQ,1966,0.27443054
Iraq,IRQ,1967,0.3136347
Iraq,IRQ,1968,0.37897554
Iraq,IRQ,1969,0.4181797
Iraq,IRQ,1970,0.50965667
Iraq,IRQ,1971,0.59139776
Iraq,IRQ,1972,0.59139776
Iraq,IRQ,1973,0.85752696
Iraq,IRQ,1974,1.1827958
Iraq,IRQ,1975,1.3631719
Iraq,IRQ,1976,1.357258
Iraq,IRQ,1977,1.6736559
Iraq,IRQ,1978,2.0935483
Iraq,IRQ,1979,3.0516129
Iraq,IRQ,1980,2.0403225
Iraq,IRQ,1981,1.8037633
Iraq,IRQ,1982,1.7741935
Iraq,IRQ,1983,1.7741935
Iraq,IRQ,1984,1.8037633
Iraq,IRQ,1985,1.8037633
Iraq,IRQ,1986,1.7741935
Iraq,IRQ,1987,7.688172
Iraq,IRQ,1988,7.688172
Iraq,IRQ,1989,7.688172
Iraq,IRQ,1990,13.75078
Iraq,IRQ,1991,6.343286
Iraq,IRQ,1992,15.432721
Iraq,IRQ,1993,18.220175
Iraq,IRQ,1994,18.474564
Iraq,IRQ,1995,21.052896
Iraq,IRQ,1996,19.18901
Iraq,IRQ,1997,19.539948
Iraq,IRQ,1998,18.326118
Iraq,IRQ,1999,10.524072
Iraq,IRQ,2000,9.452244
Iraq,IRQ,2001,10.87277
Iraq,IRQ,2002,13.310002
Iraq,IRQ,2003,13.7927
Iraq,IRQ,2004,16.569277
Iraq,IRQ,2005,14.013028
Iraq,IRQ,2006,14.200732
Iraq,IRQ,2007,12.911794
Iraq,IRQ,2008,8.239191
Iraq,IRQ,2009,7.903961
Iraq,IRQ,2010,10.033917
Iraq,IRQ,2011,9.378071
Iraq,IRQ,2012,12.056041
Iraq,IRQ,2013,12.686877
Iraq,IRQ,2014,7.836071
Iraq,IRQ,2015,7.0109973
Iraq,IRQ,2016,9.178328
Iraq,IRQ,2017,5.943694
Iraq,IRQ,2018,5.805379
Iraq,IRQ,2019,14.075589
Iraq,IRQ,2020,11.922241
Iraq,IRQ,2021,9.740697
Iraq,IRQ,2022,9.686175
Ireland,IRL,1965,2.7855725
Ireland,IRL,1966,2.5104542
Ireland,IRL,1967,2.372895
Ireland,IRL,1968,2.2697256
Ireland,IRL,1969,1.7194892
Ireland,IRL,1970,2.372895
Ireland,IRL,1971,1.3755914
Ireland,IRL,1972,2.0289972
Ireland,IRL,1973,1.891438
Ireland,IRL,1974,2.3385055
Ireland,IRL,1975,1.5475403
Ireland,IRL,1976,1.7538792
Ireland,IRL,1977,2.200946
Ireland,IRL,1978,2.063387
Ireland,IRL,1979,2.4416747
Ireland,IRL,1980,2.4760647
Ireland,IRL,1981,2.5448442
Ireland,IRL,1982,2.372895
Ireland,IRL,1983,2.3041155
Ireland,IRL,1984,2.0289972
Ireland,IRL,1985,2.4760647
Ireland,IRL,1986,2.7167928
Ireland,IRL,1987,2.0289972
Ireland,IRL,1988,2.579234
Ireland,IRL,1989,2.063387
Ireland,IRL,1990,2.0610213
Ireland,IRL,1991,2.205914
Ireland,IRL,1992,2.4306479
Ireland,IRL,1993,2.3064594
Ireland,IRL,1994,2.776623
Ireland,IRL,1995,2.1556537
Ireland,IRL,1996,2.2625566
Ireland,IRL,1997,2.4113295
Ireland,IRL,1998,3.4798095
Ireland,IRL,1999,3.3452125
Ireland,IRL,2000,3.5265622
Ireland,IRL,2001,3.042019
Ireland,IRL,2002,4.0533037
Ireland,IRL,2003,3.3257463
Ireland,IRL,2004,4.051275
Ireland,IRL,2005,5.4168305
Ireland,IRL,2006,7.1028886
Ireland,IRL,2007,8.197734
Ireland,IRL,2008,10.779375
Ireland,IRL,2009,12.460226
Ireland,IRL,2010,11.533102
Ireland,IRL,2011,16.175571
Ireland,IRL,2012,15.588572
Ireland,IRL,2013,16.727386
Ireland,IRL,2014,18.887896
Ireland,IRL,2015,22.819649
Ireland,IRL,2016,21.76855
Ireland,IRL,2017,25.89155
Ireland,IRL,2018,29.248466
Ireland,IRL,2019,33.759018
Ireland,IRL,2020,37.91235
Ireland,IRL,2021,33.025894
Ireland,IRL,2022,38.18565
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,0
Israel,ISR,1974,0
Israel,ISR,1975,0
Israel,ISR,1976,0
Israel,ISR,1977,0
Israel,ISR,1978,0
Israel,ISR,1979,0
Israel,ISR,1980,0
Israel,ISR,1981,0.005913972
Israel,ISR,1982,0.005913972
Israel,ISR,1983,0.002957
Israel,ISR,1984,0.005913972
Israel,ISR,1985,0.005913972
Israel,ISR,1986,0.017741943
Israel,ISR,1987,0.029569998
Israel,ISR,1988,0.029569998
Israel,ISR,1989,0.008870971
Israel,ISR,1990,0.008870971
Israel,ISR,1991,0.017741943
Israel,ISR,1992,0.08575278
Israel,ISR,1993,0.07688166
Israel,ISR,1994,0.06801083
Israel,ISR,1995,0.07392472
Israel,ISR,1996,0.07096777
Israel,ISR,1997,0.07392472
Israel,ISR,1998,0.07392472
Israel,ISR,1999,0.09758055
Israel,ISR,2000,0.09166667
Israel,ISR,2001,0.058755554
Israel,ISR,2002,0.21062277
Israel,ISR,2003,0.24458584
Israel,ISR,2004,0.23551667
Israel,ISR,2005,0.29348305
Israel,ISR,2006,0.17089082
Israel,ISR,2007,0.15687583
Israel,ISR,2008,0.18511593
Israel,ISR,2009,0.39190692
Israel,ISR,2010,0.6101018
Israel,ISR,2011,0.9953642
Israel,ISR,2012,1.4879907
Israel,ISR,2013,1.6454028
Israel,ISR,2014,2.7485814
Israel,ISR,2015,3.7230482
Israel,ISR,2016,5.177807
Israel,ISR,2017,5.2745156
Israel,ISR,2018,5.8232613
Israel,ISR,2019,9.264914
Israel,ISR,2020,12.123763
Israel,ISR,2021,15.074708
Israel,ISR,2022,19.660366
Italy,ITA,1965,143.6566
Italy,ITA,1966,150.00407
Italy,ITA,1967,144.30994
Italy,ITA,1968,144.09554
Italy,ITA,1969,137.67958
Italy,ITA,1970,140.92458
Italy,ITA,1971,137.5955
Italy,ITA,1972,143.79134
Italy,ITA,1973,131.26497
Italy,ITA,1974,134.09952
Italy,ITA,1975,143.92465
Italy,ITA,1976,137.91924
Italy,ITA,1977,171.84232
Italy,ITA,1978,158.36182
Italy,ITA,1979,154.64522
Italy,ITA,1980,151.74464
Italy,ITA,1981,145.06108
Italy,ITA,1982,152.17516
Italy,ITA,1983,148.83029
Italy,ITA,1984,154.99727
Italy,ITA,1985,149.54147
Italy,ITA,1986,155.04886
Italy,ITA,1987,126.6028
Italy,ITA,1988,129.84412
Italy,ITA,1989,110.23545
Italy,ITA,1990,102.83484
Italy,ITA,1991,134.30368
Italy,ITA,1992,134.94183
Italy,ITA,1993,133.31262
Italy,ITA,1994,142.27066
Italy,ITA,1995,122.230545
Italy,ITA,1996,136.31618
Italy,ITA,1997,136.297
Italy,ITA,1998,137.11551
Italy,ITA,1999,151.47693
Italy,ITA,2000,150.21736
Italy,ITA,2001,159.5912
Italy,ITA,2002,141.21744
Italy,ITA,2003,136.27655
